"n","seed","K","parameter","estimate","se"
250,15,3,"b_hw_1",-0.04483835712377,0.01021326908269
250,15,3,"b_hw_2",-0.0373430231902774,0.0100137039356327
250,15,3,"b_hw_3",-0.075638517798986,0.00458139199642453
250,15,3,"b_ch_1",-2.98695228115829,0.264826048574828
250,15,3,"b_ch_2",-0.521397748711158,0.470252946935257
250,15,3,"b_ch_3",-2.24590619497901,0.10322250322937
250,15,3,"delta_1",0,NA
250,15,3,"delta_2",0.394279898118268,0.278977108990188
250,15,3,"delta_3",0.422815116180229,0.251613571922169
250,16,1,"b_tt_1",-0.0556427667583578,0.00531214656949343
250,16,1,"b_tc_1",-0.113710862280558,0.0171434423611396
250,16,1,"b_hw_1",-0.0374957952203033,0.00229919171090133
250,16,1,"b_ch_1",-1.19711253061418,0.0548536180825382
250,16,2,"b_tt_1",-0.115732943323657,0.0192540563556828
250,16,2,"b_tt_2",-0.0898271951461939,0.0080488429844897
250,16,2,"b_tc_1",-0.952468571507491,0.147502859172646
250,16,2,"b_tc_2",-0.123164783092463,0.019835182999429
250,16,2,"b_hw_1",-0.0509765692627394,0.00919027267668925
250,16,2,"b_hw_2",-0.0393777550887725,0.00396332361987474
250,16,2,"b_ch_1",-0.832424381854066,0.214769625212801
250,16,2,"b_ch_2",-1.61172645507412,0.10040763672276
250,16,2,"delta_1",0,NA
250,16,2,"delta_2",1.0485574496979,0.230814066847757
250,16,3,"b_tt_1",-0.155366410376212,0.0161749747568855
250,16,3,"b_tt_2",-0.0923865049698583,0.00936598452269415
250,16,3,"b_tt_3",-0.0677427875697305,0.025014891880889
250,16,3,"b_tc_1",-1.18387641099577,0.0511885489719733
250,16,3,"b_tc_2",-0.107953007297488,0.0215120675137244
250,16,3,"b_tc_3",-0.252648336534285,0.166082506852859
250,16,3,"b_hw_1",-0.0606963589584916,0.0146648517676004
250,16,3,"b_hw_2",-0.0240115132551835,0.00493570507404846
250,16,3,"b_hw_3",-0.0862475821327954,0.00873367045026731
250,16,3,"b_ch_1",-0.688047646865465,0.443300008449398
250,16,3,"b_ch_2",-1.04407705257684,0.118423473616366
250,16,3,"b_ch_3",-3.39471880614994,0.191804634580402
250,16,3,"delta_1",0,NA
250,16,3,"delta_2",0.585728486379943,0.255337482555314
250,16,3,"delta_3",0.570021896278318,0.261045216801011
250,17,1,"b_tt_1",-0.0569816778172019,0.0052095473274187
250,17,1,"b_tc_1",-0.132838536976736,0.016117577422249
250,17,1,"b_hw_1",-0.0380369441824683,0.00234142404038527
250,17,1,"b_ch_1",-1.15727103964586,0.0540256868578439
250,17,2,"b_tt_1",-0.207016403601721,0.0272910230557589
250,17,2,"b_tt_2",-0.0366038084890312,0.00616521479998379
250,17,2,"b_tc_1",-0.769806323282889,0.0946339073627943
250,17,2,"b_tc_2",-0.0555368765130494,0.0153843022211099
250,17,2,"b_hw_1",-0.0626491712988115,0.00770250518240476
250,17,2,"b_hw_2",-0.0328580602846789,0.00363107185168374
250,17,2,"b_ch_1",-2.96926236919252,0.30749150075279
250,17,2,"b_ch_2",-0.588650990857284,0.0875532099847735
250,17,2,"delta_1",0,NA
250,17,2,"delta_2",-0.0484752453125342,0.210606919060209
250,17,3,"b_tt_1",-0.210974143081092,0.0398116499139611
250,17,3,"b_tt_2",-0.112020060185608,0.00836303190713404
250,17,3,"b_tt_3",-0.0807625858773452,0.0189089457852203
250,17,3,"b_tc_1",-1.72498867017761,0.313074005106803
250,17,3,"b_tc_2",-0.485988861181142,0.0183992910072182
250,17,3,"b_tc_3",-0.107319426571084,0.0872816664022071
250,17,3,"b_hw_1",-0.0356922261620827,0.0145383771680164
250,17,3,"b_hw_2",-0.0681803562624519,0.00453068365737806
250,17,3,"b_hw_3",-0.038409730466737,0.00991511141414541
250,17,3,"b_ch_1",-1.07504113725661,0.346872533487213
250,17,3,"b_ch_2",-3.24940890383723,0.102767889569985
250,17,3,"b_ch_3",-0.718236201248087,0.386001786639074
250,17,3,"delta_1",0,NA
250,17,3,"delta_2",1.12680497137835,0.334248758046101
250,17,3,"delta_3",1.21395647325287,0.365354977742129
250,18,1,"b_tt_1",-0.0631422740366499,0.00549234551027751
250,18,1,"b_tc_1",-0.134855787522387,0.0171856228042504
250,18,1,"b_hw_1",-0.0369848645448248,0.00229375968007648
250,18,1,"b_ch_1",-1.14605449834849,0.053853323810399
250,18,2,"b_tt_1",-0.325864260753805,0.0502301245541123
250,18,2,"b_tt_2",-0.0644725606402936,0.00652642961946127
250,18,2,"b_tc_1",-2.0865590794133,0.304007340263756
250,18,2,"b_tc_2",-0.0935422329878487,0.0172113486907105
250,18,2,"b_hw_1",-0.0475829394138353,0.00995854217073268
250,18,2,"b_hw_2",-0.0443574635476617,0.00353740426832689
250,18,2,"b_ch_1",-2.76511903757628,0.35320775838554
250,18,2,"b_ch_2",-0.992235060685364,0.0767700389456773
250,18,2,"delta_1",0,NA
250,18,2,"delta_2",0.820771177738447,0.219214102119358
250,18,3,"b_tt_1",-0.375752692420652,0.060346606412713
250,18,3,"b_tt_2",-0.0961449024286409,0.0116883492572
250,18,3,"b_tt_3",-0.0591264089524016,0.0116256680237771
250,18,3,"b_tc_1",-2.45777456211719,0.368723989266516
250,18,3,"b_tc_2",-0.0838959368863373,0.0359797525719101
250,18,3,"b_tc_3",-0.1898002948569,0.022105784109434
250,18,3,"b_hw_1",-0.0540039256450684,0.0122087841480619
250,18,3,"b_hw_2",-0.0189602757386045,0.00936475476857176
250,18,3,"b_hw_3",-0.0838927039731425,0.00565471663776926
250,18,3,"b_ch_1",-2.83375159706536,0.402821263261234
250,18,3,"b_ch_2",-0.96186366766391,0.175449683709413
250,18,3,"b_ch_3",-1.52346168297755,0.146414792106949
250,18,3,"delta_1",0,NA
250,18,3,"delta_2",0.204790455324246,0.267228014860351
250,18,3,"delta_3",0.533453169916112,0.266559006340962
250,19,1,"b_tt_1",-0.0623092139485723,0.00548393787797169
250,19,1,"b_tc_1",-0.118736983719613,0.0169735484644203
250,19,1,"b_hw_1",-0.0405555346126035,0.00239517981319583
250,19,1,"b_ch_1",-1.17993133152671,0.0549623853077299
250,19,2,"b_tt_1",-0.294681919236051,0.0059883748122765
250,19,2,"b_tt_2",-0.0381563211472036,0.0556503856304238
250,19,2,"b_tc_1",-1.01371293013208,0.0155624996149988
250,19,2,"b_tc_2",-0.050601758229067,0.173670344247985
250,19,2,"b_hw_1",-0.0594328308158163,0.00368357687203965
250,19,2,"b_hw_2",-0.0382060964406093,0.00732475610184331
250,19,2,"b_ch_1",-2.99464393755916,0.102057630082461
250,19,2,"b_ch_2",-0.712100770365672,0.405413172595396
250,19,2,"delta_1",0,NA
250,19,2,"delta_2",0.0891732532426283,0.258923140201637
250,19,3,"b_tt_1",-0.388037515841603,0.0133374317939051
250,19,3,"b_tt_2",-0.111164949707034,0.0643365318831049
250,19,3,"b_tt_3",-0.0257143496839067,0.00858199325203341
250,19,3,"b_tc_1",-2.30556113265107,0.0261749816953639
250,19,3,"b_tc_2",-0.127814975191902,0.399733111872618
250,19,3,"b_tc_3",-0.058437116196939,0.0298172036958763
250,19,3,"b_hw_1",-0.0509313035227682,0.00639046268234768
250,19,3,"b_hw_2",-0.0588417843153584,0.0137106332381174
250,19,3,"b_hw_3",-0.0367089810990306,0.00544550070261367
250,19,3,"b_ch_1",-2.39038792411895,0.186899600052035
250,19,3,"b_ch_2",-2.09519935207217,0.398931826553954
250,19,3,"b_ch_3",-0.202179429146065,0.149713117093216
250,19,3,"delta_1",0,NA
250,19,3,"delta_2",1.02198507421735,0.263276582728256
250,19,3,"delta_3",0.0235633751944317,0.280672097592469
250,20,1,"b_tt_1",-0.0616761021457731,0.0053634528984319
250,20,1,"b_tc_1",-0.123823444874485,0.0162031182252538
250,20,1,"b_hw_1",-0.0375733567516144,0.00227582776133329
250,20,1,"b_ch_1",-1.07921648849549,0.0530250267968995
250,20,2,"b_tt_1",-0.280129272727369,0.0057567591787632
250,20,2,"b_tt_2",-0.0386763832882454,0.0486829128251542
250,20,2,"b_tc_1",-0.87761538536966,0.0152053774438997
250,20,2,"b_tc_2",-0.0599348686026783,0.14783973446038
250,20,2,"b_hw_1",-0.0595210109909488,0.00348066668733058
250,20,2,"b_hw_2",-0.0337873155420276,0.00819769341217758
250,20,2,"b_ch_1",-2.89602957541282,0.087888187523005
250,20,2,"b_ch_2",-0.633218437357487,0.401903464197697
250,20,2,"delta_1",0,NA
250,20,2,"delta_2",0.209682296480881,0.242610556224216
250,20,3,"b_tt_1",-0.505711285223184,0.0932093808654584
250,20,3,"b_tt_2",-0.0873421097480299,0.0109347375955097
250,20,3,"b_tt_3",-0.0582838026363891,0.0101385589684726
250,20,3,"b_tc_1",-3.00101010150687,0.550531462944152
250,20,3,"b_tc_2",-0.0922792043274123,0.0224627918857665
250,20,3,"b_tc_3",-0.168085524051105,0.0338415040774333
250,20,3,"b_hw_1",-0.0532819395318515,0.016881044696578
250,20,3,"b_hw_2",-0.0191473624031281,0.00524484996372082
250,20,3,"b_hw_3",-0.0862380845066017,0.0106822446927254
250,20,3,"b_ch_1",-3.11736466574067,0.574018948723682
250,20,3,"b_ch_2",-0.829053671006689,0.142275447294924
250,20,3,"b_ch_3",-1.54337181122595,0.181701176803193
250,20,3,"delta_1",0,NA
250,20,3,"delta_2",0.536139644029896,0.279740932143381
250,20,3,"delta_3",0.80807409437683,0.29518960414529
150,1,1,"b_tt_1",-0.0642322322936148,0.00758815724785709
150,1,1,"b_tc_1",-0.122802587588905,0.0233821655091476
150,1,1,"b_hw_1",-0.0427212186215712,0.00317245166724213
150,1,1,"b_ch_1",-1.22689952642586,0.0736270106864532
150,1,2,"b_tt_1",-0.0979361074536352,0.0212650227537123
150,1,2,"b_tt_2",-0.0953116673477338,0.0122660896853016
150,1,2,"b_tc_1",-0.100730710632882,0.116821547920001
150,1,2,"b_tc_2",-0.59562066158256,0.0282714483895241
150,1,2,"b_hw_1",-0.0486315602488936,0.00712889241947297
150,1,2,"b_hw_2",-0.0509906549878816,0.00569093747747181
150,1,2,"b_ch_1",-0.90578523465678,0.199297975469145
150,1,2,"b_ch_2",-2.17787001590337,0.134443048298516
150,1,2,"delta_1",0,NA
150,1,2,"delta_2",-0.0175541997398761,0.266846132880215
150,1,3,"b_tt_1",-0.475003104026873,0.108437039223452
150,1,3,"b_tt_2",-0.115591717712943,0.012244933546406
150,1,3,"b_tt_3",-0.0308253870900968,0.023857900664817
150,1,3,"b_tc_1",-3.09115367747012,0.676946459699005
150,1,3,"b_tc_2",-0.0877169519514499,0.0416232903072098
150,1,3,"b_tc_3",-0.100632874886776,0.0617872101215848
150,1,3,"b_hw_1",-0.0649245615583502,0.0131779928149692
150,1,3,"b_hw_2",-0.0346241092773967,0.0111237605801305
150,1,3,"b_hw_3",-0.0751090685408157,0.00816351911138662
150,1,3,"b_ch_1",-4.4842580507306,0.825964678090791
150,1,3,"b_ch_2",-0.968802866070837,0.249317935913903
150,1,3,"b_ch_3",-1.31374105273717,0.259073759449787
150,1,3,"delta_1",0,NA
150,1,3,"delta_2",0.113489204334396,0.30460543999005
150,1,3,"delta_3",0.282660141489891,0.311373865647684
150,2,1,"b_tt_1",-0.0481012404847251,0.00602981852609536
150,2,1,"b_tc_1",-0.101668131934759,0.0193722045138892
150,2,1,"b_hw_1",-0.0336537667116936,0.00278019218475468
150,2,1,"b_ch_1",-1.06318962104265,0.0671270315637305
150,2,2,"b_tt_1",-0.0760417249139342,0.014334963772512
150,2,2,"b_tt_2",-0.073291889301057,0.0136670116286387
150,2,2,"b_tc_1",-0.088595817407451,0.0643804402257543
150,2,2,"b_tc_2",-0.395601336887793,0.0249585470125138
150,2,2,"b_hw_1",-0.0301218041793972,0.00670699003559779
150,2,2,"b_hw_2",-0.0483426558388706,0.00604321865584981
150,2,2,"b_ch_1",-0.554743331873683,0.181776869173175
150,2,2,"b_ch_2",-1.81024405067521,0.141068554353972
150,2,2,"delta_1",0,NA
150,2,2,"delta_2",0.402390163270798,0.285537155389466
150,2,3,"b_tt_1",-0.342856407038636,0.0595181156871491
150,2,3,"b_tt_2",-0.0871291211724437,0.0111413354392713
150,2,3,"b_tt_3",-0.042430539598736,0.0132252507484713
150,2,3,"b_tc_1",-2.24099038914045,0.394175514012001
150,2,3,"b_tc_2",-0.0815826510183594,0.0407131706758345
150,2,3,"b_tc_3",-0.168917838175159,0.0233462095916483
150,2,3,"b_hw_1",-0.034666722341232,0.0107742391461036
150,2,3,"b_hw_2",-0.0287064588678508,0.00870426634782813
150,2,3,"b_hw_3",-0.0711098874168988,0.00607110846910438
150,2,3,"b_ch_1",-2.16183060334224,0.369516112006905
150,2,3,"b_ch_2",-0.507311386615522,0.229874813998278
150,2,3,"b_ch_3",-1.86314954582574,0.14554140973362
150,2,3,"delta_1",0,NA
150,2,3,"delta_2",0.209122539011779,0.314260377521967
150,2,3,"delta_3",0.540370385694085,0.311644327119296
150,3,1,"b_tt_1",-0.0676863139955661,0.00701036179491485
150,3,1,"b_tc_1",-0.146286477495805,0.0228991335043196
150,3,1,"b_hw_1",-0.0384991615192772,0.00304869706195877
150,3,1,"b_ch_1",-1.18891852741061,0.071857294723509
150,3,2,"b_tt_1",-0.101091306724434,0.0124649129568493
150,3,2,"b_tt_2",-0.082672772933448,0.0141431135312042
150,3,2,"b_tc_1",-0.142772518498482,0.0287031725971897
150,3,2,"b_tc_2",-0.481146839562456,0.0675712002630923
150,3,2,"b_hw_1",-0.0366950705085519,0.00812746685417572
150,3,2,"b_hw_2",-0.0552481405596536,0.0105129408814218
150,3,2,"b_ch_1",-0.913952809230443,0.135472760681849
150,3,2,"b_ch_2",-1.88693573630585,0.192585223670103
150,3,2,"delta_1",0,NA
150,3,2,"delta_2",0.102676743386122,0.282645966420985
150,3,3,"b_tt_1",-0.525388672024709,0.122348611165934
150,3,3,"b_tt_2",-0.111526755074862,0.0129263709410996
150,3,3,"b_tt_3",-0.0539531452577634,0.0159706542652893
150,3,3,"b_tc_1",-3.12616778014279,0.72962760056474
150,3,3,"b_tc_2",-0.150818212844233,0.0518698326644513
150,3,3,"b_tc_3",-0.228623822015293,0.0397367341808958
150,3,3,"b_hw_1",-0.0389672754750216,0.0135470756867926
150,3,3,"b_hw_2",-0.0250947701760987,0.0155052193549564
150,3,3,"b_hw_3",-0.0930063350098261,0.00686008960075243
150,3,3,"b_ch_1",-3.46091997015879,0.779311667341978
150,3,3,"b_ch_2",-0.903095564722855,0.239023117204268
150,3,3,"b_ch_3",-1.86090804143388,0.169989079433891
150,3,3,"delta_1",0,NA
150,3,3,"delta_2",0.693206158630575,0.349879211662602
150,3,3,"delta_3",0.959775312470081,0.378970500863073
150,4,1,"b_tt_1",-0.0767349731306955,0.00815048105251391
150,4,1,"b_tc_1",-0.230160030012753,0.0269981171000951
150,4,1,"b_hw_1",-0.0381490776905196,0.00322872223729122
150,4,1,"b_ch_1",-1.47058486499333,0.0806869246559654
150,4,2,"b_tt_1",-0.165586594113826,0.0243382910398679
150,4,2,"b_tt_2",-0.0598629801926739,0.0126951525944005
150,4,2,"b_tc_1",-0.712179972732333,0.0989857816784468
150,4,2,"b_tc_2",-0.0926968600775829,0.0328955691800496
150,4,2,"b_hw_1",-0.0429559246930256,0.00870008059356517
150,4,2,"b_hw_2",-0.0412908396787759,0.00714191404202139
150,4,2,"b_ch_1",-2.74776472943797,0.318786703356655
150,4,2,"b_ch_2",-0.910722768912456,0.159128787705659
150,4,2,"delta_1",0,NA
150,4,2,"delta_2",-0.308310982453528,0.29750427155619
150,4,3,"b_tt_1",-4.25412414296783,3.9039887675134
150,4,3,"b_tt_2",-0.283211732205192,0.0108914679146499
150,4,3,"b_tt_3",-0.0579051597982425,0.078693587863505
150,4,3,"b_tc_1",-30.1813544807172,27.7896236420163
150,4,3,"b_tc_2",-1.02694690865979,0.031667059181582
150,4,3,"b_tc_3",-0.089433554962122,0.277265741190869
150,4,3,"b_hw_1",0.0326109961710797,0.0368702706636315
150,4,3,"b_hw_2",-0.0885844557254928,0.00505922175340229
150,4,3,"b_hw_3",-0.041318336998923,0.021262069062712
150,4,3,"b_ch_1",-35.7956335453622,33.3761734760401
150,4,3,"b_ch_2",-4.2963885665749,0.134570157109932
150,4,3,"b_ch_3",-0.976378292572823,1.13898465838057
150,4,3,"delta_1",0,NA
150,4,3,"delta_2",1.41825423169866,0.34544338585227
150,4,3,"delta_3",1.51510678477492,0.372007939461524
150,5,1,"b_tt_1",-0.0613879349593604,0.00729830589575801
150,5,1,"b_tc_1",-0.166133711246824,0.0257149184037579
150,5,1,"b_hw_1",-0.0400856766513663,0.00308763968843499
150,5,1,"b_ch_1",-1.18746412962447,0.0714999699043461
150,5,2,"b_tt_1",-0.253160071153094,0.0962712490108658
150,5,2,"b_tt_2",-0.0258885650766381,0.00973324495559832
150,5,2,"b_tc_1",-0.87540123088774,0.263296469838616
150,5,2,"b_tc_2",-0.0312220974669599,0.0444986075544772
150,5,2,"b_hw_1",-0.0559428628399535,0.00900624639574622
150,5,2,"b_hw_2",-0.0403192879731882,0.00479786169748229
150,5,2,"b_ch_1",-2.99600093881424,0.834658986926967
150,5,2,"b_ch_2",-0.653128987314336,0.145830841994785
150,5,2,"delta_1",0,NA
150,5,2,"delta_2",-0.109005895194949,0.445625678235168
150,5,3,"b_tt_1",-0.420875452094982,0.0955947442411712
150,5,3,"b_tt_2",-0.0562631278857351,0.0158176470097875
150,5,3,"b_tt_3",-0.0509466588048448,0.014575970300894
150,5,3,"b_tc_1",-1.18063497819021,0.253137596718535
150,5,3,"b_tc_2",-0.39582675270002,0.0928090503438496
150,5,3,"b_tc_3",-0.0298008723367134,0.0382493521585962
150,5,3,"b_hw_1",-0.0800529410991717,0.0177058717430951
150,5,3,"b_hw_2",-0.0355598380042921,0.0130366616132087
150,5,3,"b_hw_3",-0.0555990257590197,0.012296356795064
150,5,3,"b_ch_1",-4.81080982518653,1.02026242378767
150,5,3,"b_ch_2",-1.22752012909585,0.315247732621757
150,5,3,"b_ch_3",-0.537770151870145,0.197463776473508
150,5,3,"delta_1",0,NA
150,5,3,"delta_2",-0.0818930028221387,0.443678787124703
150,5,3,"delta_3",-0.218815320519842,0.334577419152387
150,6,1,"b_tt_1",-0.0582728593070196,0.0066267381446555
150,6,1,"b_tc_1",-0.142787346601123,0.0221524057612137
150,6,1,"b_hw_1",-0.0346109223862059,0.00291109143466305
150,6,1,"b_ch_1",-1.21493553038508,0.0724116011282473
150,6,2,"b_tt_1",-0.14295489643674,0.0338213554832268
150,6,2,"b_tt_2",-0.0646914465389858,0.0125950063758313
150,6,2,"b_tc_1",-0.194291844242214,0.0463461146807167
150,6,2,"b_tc_2",-0.428305960655001,0.117778589511826
150,6,2,"b_hw_1",-0.0456079221583188,0.0070571987251976
150,6,2,"b_hw_2",-0.0348684350287507,0.00594230792015216
150,6,2,"b_ch_1",-1.91669573934039,0.285120650789622
150,6,2,"b_ch_2",-1.00558502738796,0.158907527476258
150,6,2,"delta_1",0,NA
150,6,2,"delta_2",-0.276927768325112,0.387789632040347
150,6,3,"b_tt_1",-0.236228454325697,0.0102772170221343
150,6,3,"b_tt_2",-0.225797967947522,0.0652468321686981
150,6,3,"b_tt_3",-0.0444401993814052,0.0355592992539207
150,6,3,"b_tc_1",-1.67344645086861,0.0349201472304665
150,6,3,"b_tc_2",-0.240179039270724,0.483951395315734
150,6,3,"b_tc_3",-0.135951573080813,0.0732159007019404
150,6,3,"b_hw_1",-0.0136272749299867,0.010713013304585
150,6,3,"b_hw_2",-0.0425650040724473,0.013122788173323
150,6,3,"b_hw_3",-0.0684757563968824,0.0097772139704798
150,6,3,"b_ch_1",-1.40194174683355,0.233062962537241
150,6,3,"b_ch_2",-2.25732705931636,0.44587072450154
150,6,3,"b_ch_3",-1.45143168885308,0.331531522535929
150,6,3,"delta_1",0,NA
150,6,3,"delta_2",0.520093503500185,0.32366503000317
150,6,3,"delta_3",0.763457751488418,0.293727102015946
150,7,1,"b_tt_1",-0.0566095131136206,0.00607881797200388
150,7,1,"b_tc_1",-0.0716990101581324,0.0180192600965739
150,7,1,"b_hw_1",-0.0372488379447544,0.00301128371437305
150,7,1,"b_ch_1",-1.19818704280241,0.0711880875891086
150,7,2,"b_tt_1",-0.109371834171215,0.0191393857918835
150,7,2,"b_tt_2",-0.0846713681265465,0.011286677019925
150,7,2,"b_tc_1",-0.591493287383806,0.120282332923913
150,7,2,"b_tc_2",-0.0679326821627121,0.0233879328579875
150,7,2,"b_hw_1",-0.0309730169995999,0.00594694368748236
150,7,2,"b_hw_2",-0.0551287107880978,0.00642908119244596
150,7,2,"b_ch_1",-2.20034014063056,0.210502866882488
150,7,2,"b_ch_2",-0.874979328173415,0.133562676446768
150,7,2,"delta_1",0,NA
150,7,2,"delta_2",0.0730836330584736,0.270079811335943
150,7,3,"b_tt_1",-0.22535070765775,0.0233030247574773
150,7,3,"b_tt_2",-0.113574946515974,0.0139481246636737
150,7,3,"b_tt_3",-0.0464444785970356,0.0388074268272259
150,7,3,"b_tc_1",-1.78568276821877,0.0935145432344467
150,7,3,"b_tc_2",-0.10795729178481,0.024821515578787
150,7,3,"b_tc_3",-0.0385853931187684,0.308513607327555
150,7,3,"b_hw_1",-0.0468459261196536,0.0403977213075235
150,7,3,"b_hw_2",-0.0301366699396438,0.00584742037944412
150,7,3,"b_hw_3",-0.18541927499672,0.0114151964591379
150,7,3,"b_ch_1",-3.00276490041033,0.525346885312983
150,7,3,"b_ch_2",-1.07523760507292,0.144149400293552
150,7,3,"b_ch_3",-2.1063271213741,0.443947631723099
150,7,3,"delta_1",0,NA
150,7,3,"delta_2",0.411280444566804,0.324316288806236
150,7,3,"delta_3",-0.234414576578378,0.304339623701794
150,8,1,"b_tt_1",-0.0584263086729614,0.00683761958649446
150,8,1,"b_tc_1",-0.103292942599881,0.0193341194959177
150,8,1,"b_hw_1",-0.0406107296086771,0.00307756312260259
150,8,1,"b_ch_1",-1.12549781510734,0.0705344045443754
150,8,2,"b_tt_1",-0.253511546286592,0.0372611930351888
150,8,2,"b_tt_2",-0.0467508167018926,0.00833897283667515
150,8,2,"b_tc_1",-0.996701125783261,0.145743921906491
150,8,2,"b_tc_2",-0.0562342954062647,0.0184956387065416
150,8,2,"b_hw_1",-0.0601061320256652,0.00817580496705925
150,8,2,"b_hw_2",-0.0383707860550523,0.00486213661946931
150,8,2,"b_ch_1",-3.22373236201067,0.416183330636316
150,8,2,"b_ch_2",-0.510088020360021,0.111459598947285
150,8,2,"delta_1",0,NA
150,8,2,"delta_2",-0.0971448831512378,0.244409179733579
150,8,3,"b_tt_1",-0.61631814283805,0.126145356943307
150,8,3,"b_tt_2",-0.16134344500791,0.00921387912496224
150,8,3,"b_tt_3",-0.0426533141477619,0.0345986973493699
150,8,3,"b_tc_1",-3.04762393075666,0.604239828944363
150,8,3,"b_tc_2",-0.368102022451525,0.021338368471063
150,8,3,"b_tc_3",-0.0364315435171048,0.0787922755663442
150,8,3,"b_hw_1",-0.051253989741004,0.0132580547852053
150,8,3,"b_hw_2",-0.118436001201601,0.00545643216547028
150,8,3,"b_hw_3",-0.0353453278267927,0.0281888570119107
150,8,3,"b_ch_1",-3.80700113287877,0.759119729484214
150,8,3,"b_ch_2",-3.42792897774444,0.119945425770949
150,8,3,"b_ch_3",-0.344132649745371,0.674383919556794
150,8,3,"delta_1",0,NA
150,8,3,"delta_2",0.524884063485318,0.320305561514879
150,8,3,"delta_3",0.460550935412727,0.356026404804731
150,9,1,"b_tt_1",-0.060545592773165,0.00660916905186744
150,9,1,"b_tc_1",-0.117903591179492,0.0186664880130104
150,9,1,"b_hw_1",-0.0380362686063207,0.00296098194946902
150,9,1,"b_ch_1",-1.06676431757495,0.0676752058469522
150,9,2,"b_tt_1",-0.529878553001646,0.0891094943332147
150,9,2,"b_tt_2",-0.0579728712968024,0.00733098207982122
